ANO;MES;UF;MUNICIPIO;TIPO_REQUERIMENTO;DECISAO;SEXO;CATEGORIA;TOTAL
2024;04;AC;MARECHAL THAUMATURGO               ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;05;AC;TARAUACÁ                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;06;PA;MONTE ALEGRE                       ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;06;PA;PRAINHA                            ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;05;AC;FEIJÓ                              ;Requerimento de Segunda Via de Documento                 ;Deferido     ;F;Caçador de Subsistência                           ;1
2024;06;AC;FEIJÓ                              ;Requerimento de Segunda Via de Documento                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;05;PA;ALENQUER                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;04;PA;ALENQUER                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;06;AC;FEIJÓ                              ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;F;Caçador de Subsistência                           ;1
2024;08;PA;MONTE ALEGRE                       ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;07;PA;SANTARÉM                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;07;PA;MOJUÍ DOS CAMPOS                   ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;07;PA;MOJUÍ DOS CAMPOS                   ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;07;PA;MONTE ALEGRE                       ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;08;PA;MOJUÍ DOS CAMPOS                   ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;07;PA;BELTERRA                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;08;PA;ORIXIMINÁ                          ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;08;PA;PRAINHA                            ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;F;Caçador de Subsistência                           ;1
2024;07;AC;CRUZEIRO DO SUL                    ;Requerimento de Registro de Ocorrência de Arma de Fogo   ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;09;AC;PORTO ACRE                         ;Requerimento de Registro de Ocorrência de Arma de Fogo   ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;10;PA;MOJUÍ DOS CAMPOS                   ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;09;PA;MONTE ALEGRE                       ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Caçador de Subsistência                           ;1
2024;09;PA;ALENQUER                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;09;AC;FEIJÓ                              ;Requerimento de Segunda Via de Documento                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;09;AM;COARI                              ;Requerimento de Registro de Ocorrência de Arma de Fogo   ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;09;PA;ALENQUER                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;F;Caçador de Subsistência                           ;1
2024;10;PA;MOJUÍ DOS CAMPOS                   ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;09;AM;GUAJARÁ                            ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;10;AC;FEIJÓ                              ;Requerimento de Segunda Via de Documento                 ;Deferido     ;F;Caçador de Subsistência                           ;1
2024;09;SC;JOINVILLE                          ;Requerimento de Transferência de Registro de Arma de Fogo;Indeferido   ;M;Caçador de Subsistência                           ;1
2024;10;PA;MONTE ALEGRE                       ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;F;Caçador de Subsistência                           ;1
2024;10;PA;ALENQUER                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;08;PA;JACAREACANGA                       ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;09;PI;TERESINA                           ;Requerimento de Registro de Arma de Fogo                 ;Indeferido   ;M;Caçador de Subsistência                           ;1
2024;09;AC;PORTO ACRE                         ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;08;AC;FEIJÓ                              ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;08;PA;MEDICILÂNDIA                       ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;09;AC;BRASILÉIA                          ;Requerimento de Transferência de Registro de Arma de Fogo;Deferido     ;M;Caçador de Subsistência                           ;1
2024;09;AC;MÂNCIO LIMA                        ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;F;Caçador de Subsistência                           ;1
2024;10;PA;MOJUÍ DOS CAMPOS                   ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;08;PA;MEDICILÂNDIA                       ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Caçador de Subsistência                           ;1
2024;09;SC;RIO FORTUNA                        ;Requerimento de Transferência de Registro de Arma de Fogo;Indeferido   ;M;Caçador de Subsistência                           ;1
2024;12;PA;MONTE ALEGRE                       ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;2
2024;11;PA;MOJUÍ DOS CAMPOS                   ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;2
2024;10;PA;RURÓPOLIS                          ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;10;PA;RURÓPOLIS                          ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;12;PA;ALENQUER                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;10;PA;PLACAS                             ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;10;PA;SANTARÉM                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;11;PA;SANTARÉM                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;12;PA;PRAINHA                            ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;12;AC;PLÁCIDO DE CASTRO                  ;Requerimento de Registro de Ocorrência de Arma de Fogo   ;Deferido     ;M;Caçador de Subsistência                           ;1
2024;01;RJ;CAMPOS DOS GOYTACAZES              ;Requerimento de Transferência de Registro de Arma de Fogo;Deferido     ;M;Cidadão                                           ;1
2024;01;MT;PRIMAVERA DO LESTE                 ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;MG;MUTUM                              ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;MG;MIRAÍ                              ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;GO;LUZIÂNIA                           ;Requerimento de Transferência de Registro de Arma de Fogo;Deferido     ;M;Cidadão                                           ;1
2024;01;RS;SANTA CRUZ DO SUL                  ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;BA;IBIASSUCÊ                          ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;MG;BELO HORIZONTE                     ;Requerimento de Transferência de Registro de Arma de Fogo;Deferido     ;M;Cidadão                                           ;1
2024;01;SP;APARECIDA                          ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;GO;RIO VERDE                          ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;MT;CLÁUDIA                            ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;SC;ITAPOÁ                             ;Requerimento de Segunda Via de Documento                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;SC;ÁGUA DOCE                          ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;RS;ESPUMOSO                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;DF;BRASÍLIA                           ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;2
2024;01;SE;NOSSA SENHORA DO SOCORRO           ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;2
2024;01;ES;SÃO GABRIEL DA PALHA               ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;AC;MÂNCIO LIMA                        ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;RJ;RIO DE JANEIRO                     ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;2
2024;01;SC;LEBON RÉGIS                        ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;GO;URUANA                             ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;GO;CRIXÁS                             ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;SC;FRAIBURGO                          ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;ES;ATILIO VIVACQUA                    ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;F;Cidadão                                           ;1
2024;01;ES;LINHARES                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;MG;PARÁ DE MINAS                      ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;SE;LAGARTO                            ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;ES;CACHOEIRO DE ITAPEMIRIM            ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;MT;SORRISO                            ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;SC;CAMPOS NOVOS                       ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;F;Cidadão                                           ;2
2024;01;GO;CRISTALINA                         ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;F;Cidadão                                           ;1
2024;01;RS;ESTEIO                             ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;MT;PEIXOTO DE AZEVEDO                 ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;SC;TANGARÁ                            ;Requerimento de Transferência de Registro de Arma de Fogo;Indeferido   ;M;Cidadão                                           ;1
2024;01;RS;CAMPO BOM                          ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;BA;LUÍS EDUARDO MAGALHÃES             ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;AM;NOVO AIRÃO                         ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;AL;RIO LARGO                          ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;ES;SÃO MATEUS                         ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;SC;GUATAMBÚ                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;GO;GOIANIRA                           ;Requerimento de Registro de Ocorrência de Arma de Fogo   ;Indeferido   ;M;Cidadão                                           ;1
2024;01;MS;RIBAS DO RIO PARDO                 ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;ES;VILA VELHA                         ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;SP;CARAPICUÍBA                        ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;RS;MARAU                              ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;F;Cidadão                                           ;1
2024;01;GO;FAINA                              ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;RS;ARROIO DO PADRE                    ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;RS;SANTA ROSA                         ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;PR;PIRAQUARA                          ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;RS;LAJEADO                            ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;SP;CASA BRANCA                        ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;SP;SÃO PAULO                          ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;RS;SERTÃO                             ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;ES;VILA VELHA                         ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;2
2024;01;SE;ESTÂNCIA                           ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;GO;NOVO PLANALTO                      ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;F;Cidadão                                           ;1
2024;01;SC;JOINVILLE                          ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;BA;ILHÉUS                             ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;BA;ANDARAÍ                            ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;GO;JARAGUÁ                            ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;PI;TERESINA                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;CE;CAUCAIA                            ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;MT;GUIRATINGA                         ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;MA;BARRA DO CORDA                     ;Requerimento de Registro de Ocorrência de Arma de Fogo   ;Deferido     ;M;Cidadão                                           ;1
2024;01;AC;RIO BRANCO                         ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;AL;SANTANA DO IPANEMA                 ;Requerimento de Segunda Via de Documento                 ;Deferido     ;M;Cidadão                                           ;2
2024;01;PI;SÃO FRANCISCO DE ASSIS DO PIAUÍ    ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;RS;CAMAQUÃ                            ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;MG;TOCANTINS                          ;Requerimento de Registro de Ocorrência de Arma de Fogo   ;Deferido     ;M;Cidadão                                           ;1
2024;01;MA;COLINAS                            ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;GO;NOVA AURORA                        ;Requerimento de Registro de Ocorrência de Arma de Fogo   ;Deferido     ;M;Cidadão                                           ;1
2024;01;RO;ARIQUEMES                          ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;RO;PORTO VELHO                        ;Requerimento de Registro de Ocorrência de Arma de Fogo   ;Deferido     ;M;Cidadão                                           ;1
2024;01;AM;JUTAÍ                              ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;GO;ORIZONA                            ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;ES;VITÓRIA                            ;Requerimento de Porte de Arma de Fogo                    ;Deferido     ;M;Cidadão                                           ;1
2024;01;RS;MUÇUM                              ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;MG;BELO HORIZONTE                     ;Requerimento de Transferência de Registro de Arma de Fogo;Deferido     ;M;Cidadão                                           ;1
2024;01;MT;SÃO JOSÉ DO RIO CLARO              ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;SP;ITANHAÉM                           ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;RS;RIO PARDO                          ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;F;Cidadão                                           ;1
2024;01;SP;SÃO JOSÉ DO RIO PRETO              ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;ES;ALEGRE                             ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;ES;LINHARES                           ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;MG;TRÊS PONTAS                        ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;PR;CAMBARÁ                            ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;GO;ANÁPOLIS                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;2
2024;01;RS;ALVORADA                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;AM;MANAUS                             ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;3
2024;01;AC;RIO BRANCO                         ;Requerimento de Transferência de Registro de Arma de Fogo;Indeferido   ;M;Cidadão                                           ;1
2024;01;MT;UNIÃO DO SUL                       ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;AL;LIMOEIRO DE ANADIA                 ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;RS;BARÃO DE COTEGIPE                  ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;GO;ANÁPOLIS                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;PI;ISAÍAS COELHO                      ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;DF;BRASÍLIA                           ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;PI;TERESINA                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;ES;LINHARES                           ;Requerimento de Porte de Arma de Fogo                    ;Deferido     ;M;Cidadão                                           ;1
2024;01;SC;PALHOÇA                            ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;PR;CASCAVEL                           ;Requerimento de Transferência de Registro de Arma de Fogo;Indeferido   ;M;Cidadão                                           ;1
2024;01;RS;ALVORADA                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;GO;RIO VERDE                          ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;RO;ARIQUEMES                          ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;PI;TERESINA                           ;Requerimento de Segunda Via de Documento                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;SC;SAUDADES                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;PE;JABOATÃO DOS GUARARAPES            ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;PI;SÃO LUIS DO PIAUÍ                  ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;PI;PARNAÍBA                           ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;RS;IMBÉ                               ;Requerimento de Transferência de Registro de Arma de Fogo;Deferido     ;F;Cidadão                                           ;1
2024;01;SC;CHAPECÓ                            ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;SC;XANXERÊ                            ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;MG;LAGOA FORMOSA                      ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;RS;ENCRUZILHADA DO SUL                ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;F;Cidadão                                           ;1
2024;01;SC;TANGARÁ                            ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;F;Cidadão                                           ;1
2024;01;ES;VITÓRIA                            ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;PR;TOLEDO                             ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
2024;01;RS;PORTO ALEGRE                       ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;SP;CAMPINAS                           ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;F;Cidadão                                           ;1
2024;01;GO;RIANÁPOLIS                         ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;GO;GOIÂNIA                            ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;2
2024;01;BA;SALVADOR                           ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;MT;CAMPO VERDE                        ;Requerimento de Aquisição de Arma de Fogo                ;Indeferido   ;M;Cidadão                                           ;1
2024;01;RS;TRÊS PALMEIRAS                     ;Requerimento de Registro de Arma de Fogo                 ;Deferido     ;M;Cidadão                                           ;1
2024;01;AM;MANAUS                             ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;2
2024;01;AM;MANAUS                             ;Requerimento de Porte de Arma de Fogo                    ;Indeferido   ;M;Cidadão                                           ;1
2024;01;PI;ITAINÓPOLIS                        ;Requerimento de Aquisição de Arma de Fogo                ;Deferido     ;M;Cidadão                                           ;1
