ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL
2024;04;SC;ITAPEMA                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento                                                  ;N;1
2024;04;SC;ITAPIRANGA                         ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2024;04;SC;IÇARA                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;N;1
2024;04;SC;JOINVILLE                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SC;JOINVILLE                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SC;LAURO MULLER                       ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2024;04;SC;NAVEGANTES                         ;Espingarda                                        ;HATSAN ARMS                                                           ;12                                                ;Apostilada no Exercito                                                    ;N;1
2024;04;SC;NOVA TRENTO                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2024;04;SC;NOVA TRENTO                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Remetida ao Exército para destruição                                      ;N;1
2024;04;SC;QUILOMBO                           ;Pistola                                           ;CZ (CESKOSLOVENSKA ZBROJOVKA)                                         ;.380                                              ;Recuperação de Arma de Fogo                                               ;N;1
2024;04;SC;RIO NEGRINHO                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Furto de Arma de Fogo                                                     ;N;2
2024;04;SC;RIO NEGRINHO                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;N;2
2024;04;SC;RIO NEGRINHO                       ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;2
2024;04;SC;SÃO LOURENÇO DO OESTE              ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Recuperação de Arma de Fogo                                               ;N;1
2024;04;SC;SÃO MIGUEL DO OESTE                ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Apostilada no Exercito                                                    ;N;1
2024;04;SC;SÃO MIGUEL DO OESTE                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apostilada no Exercito                                                    ;N;1
2024;04;SC;TUBARÃO                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SC;TUBARÃO                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SC;VIDEIRA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Remetida ao Exército para destruição                                      ;N;1
2024;04;SC;XANXERÊ                            ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2024;04;SE;ARACAJU                            ;Espingarda                                        ;TOROS ARMS                                                            ;12                                                ;Sub Judice                                                                ;S;1
2024;04;SE;ARACAJU                            ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;9x19mm                                            ;Sub Judice                                                                ;S;1
2024;04;SE;ARACAJU                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SE;ARACAJU                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo                                               ;S;1
2024;04;SE;ARACAJU                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.45 ACP                                           ;Sub Judice                                                                ;S;1
2024;04;SE;ARACAJU                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Sub Judice                                                                ;S;1
2024;04;SE;ARACAJU                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Sub Judice                                                                ;S;2
2024;04;SE;BARRA DOS COQUEIROS                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Sub Judice                                                                ;N;1
2024;04;SE;ITABAIANA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2024;04;SE;NOSSA SENHORA DO SOCORRO           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SE;NOSSA SENHORA DO SOCORRO           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;S;2
2024;04;SE;PEDRINHAS                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Roubo de Arma de Fogo                                                     ;N;1
2024;04;SE;TOMAR DO GERU                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Sub Judice                                                                ;N;1
2024;04;SP;ALFREDO MARCONDES                  ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apostilada no Exercito                                                    ;N;1
2024;04;SP;ARAÇATUBA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SP;ARAÇATUBA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo                                               ;S;1
2024;04;SP;ASSIS                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;S;2
2024;04;SP;BAURU                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;BAURU                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9x19mm                                            ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SP;BOTUCATU                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;BURITAMA                           ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2024;04;SP;CACHOEIRA PAULISTA                 ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Campanha do Desarmamento                                                  ;N;1
2024;04;SP;CAMPINAS                           ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;CAMPINAS                           ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;9x19mm                                            ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;CAMPINAS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Apostilada no Exercito                                                    ;S;1
2024;04;SP;CAMPINAS                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;CAMPINAS                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SP;CAMPINAS                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo                                               ;S;1
2024;04;SP;CARAGUATATUBA                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Roubo de Arma de Fogo                                                     ;S;1
2024;04;SP;CARAPICUÍBA                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;S;1
2024;04;SP;CATANDUVA                          ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;9x19mm                                            ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;CATANDUVA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;CATANDUVA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;CAÇAPAVA                           ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;36                                                ;Campanha do Desarmamento                                                  ;N;1
2024;04;SP;CAÇAPAVA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Campanha do Desarmamento                                                  ;N;1
2024;04;SP;DRACENA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Recuperação de Arma de Fogo                                               ;N;1
2024;04;SP;FERNANDÓPOLIS                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo                                               ;N;1
2024;04;SP;GUAPIARA                           ;Garrucha                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Campanha do Desarmamento                                                  ;N;1
2024;04;SP;GUARUJÁ                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2024;04;SP;GUARULHOS                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SP;IACANGA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2024;04;SP;ITATIBA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;ITU                                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2024;04;SP;JABOTICABAL                        ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;28                                                ;Campanha do Desarmamento                                                  ;N;1
2024;04;SP;JALES                              ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;6,35mm                                            ;Campanha do Desarmamento                                                  ;N;1
2024;04;SP;LARANJAL PAULISTA                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito                                                    ;N;1
2024;04;SP;LARANJAL PAULISTA                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo                                               ;N;1
2024;04;SP;LIMEIRA                            ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;LIMEIRA                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;LIMEIRA                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;LIMEIRA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;LIMEIRA                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;LOUVEIRA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;N;1
2024;04;SP;MACEDÔNIA                          ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo                                                     ;N;1
2024;04;SP;MAIRIPORÃ                          ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Roubo de Arma de Fogo                                                     ;S;1
2024;04;SP;MARÍLIA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo                                               ;S;1
2024;04;SP;MOGI MIRIM                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo                                               ;N;2
2024;04;SP;MOGI MIRIM                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;N;1
2024;04;SP;MONTE MOR                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito                                                    ;N;1
2024;04;SP;PENÁPOLIS                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;2
2024;04;SP;PINDAMONHANGABA                    ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SP;PIRACICABA                         ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;.32                                               ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;PIRACICABA                         ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito                                                    ;S;1
2024;04;SP;PIRACICABA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SP;PIRACICABA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito                                                    ;S;1
2024;04;SP;PIRACICABA                         ;Revolver                                          ;SMITH & WESSON                                                        ;.32                                               ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;PIRACICABA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;PORTO FELIZ                        ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Campanha do Desarmamento                                                  ;N;1
2024;04;SP;PORTO FELIZ                        ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento                                                  ;N;1
2024;04;SP;POTIM                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Campanha do Desarmamento                                                  ;N;1
2024;04;SP;PRESIDENTE PRUDENTE                ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;PRESIDENTE PRUDENTE                ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;20                                                ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;PRESIDENTE PRUDENTE                ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;PRESIDENTE PRUDENTE                ;Pistola                                           ;CHEKE                                                                 ;6,35mm                                            ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;PRESIDENTE PRUDENTE                ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Recuperação de Arma de Fogo                                               ;S;1
2024;04;SP;PRESIDENTE PRUDENTE                ;Revolver                                          ;SMITH & WESSON                                                        ;.32                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;PRESIDENTE PRUDENTE                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;PRESIDENTE PRUDENTE                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;PRESIDENTE VENCESLAU               ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;9,1mm                                             ;Apostilada no Exercito                                                    ;N;1
2024;04;SP;RIBEIRÃO DO SUL                    ;Carabina                                          ;WINCHESTER                                                            ;.44 Magnum                                        ;Apreensão de Arma de Fogo                                                 ;N;1
2024;04;SP;RIBEIRÃO PRETO                     ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SP;SANTA FÉ DO SUL                    ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Apostilada no Exercito                                                    ;N;1
2024;04;SP;SANTA FÉ DO SUL                    ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Apostilada no Exercito                                                    ;N;1
2024;04;SP;SERTÃOZINHO                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito                                                    ;S;1
2024;04;SP;SOCORRO                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito                                                    ;N;1
2024;04;SP;SOROCABA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2024;04;SP;SUMARÉ                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2024;04;SP;SUMARÉ                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;SÃO JOSÉ DO RIO PARDO              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Roubo de Arma de Fogo                                                     ;N;1
2024;04;SP;SÃO JOSÉ DOS CAMPOS                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;SÃO JOSÉ DOS CAMPOS                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;SÃO JOÃO DA BOA VISTA              ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.28GA                                             ;Apostilada no Exercito                                                    ;N;1
2024;04;SP;SÃO PAULO                          ;Carabina                                          ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;S;1
2024;04;SP;SÃO PAULO                          ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;SÃO PAULO                          ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;28                                                ;Furto de Arma de Fogo                                                     ;S;1
2024;04;SP;SÃO PAULO                          ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;.22 LR                                            ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;SÃO PAULO                          ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;6,35mm                                            ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;SÃO PAULO                          ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;SÃO PAULO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;SÃO PAULO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Extravio/Perda de Arma de Fogo                                            ;S;1
2024;04;SP;SÃO PAULO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;S;5
2024;04;SP;SÃO PAULO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Roubo de Arma de Fogo                                                     ;S;1
2024;04;SP;SÃO PAULO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;SÃO PAULO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;SÃO PAULO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Roubo de Arma de Fogo                                                     ;S;1
2024;04;SP;SÃO PAULO                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;SÃO PAULO                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento                                                  ;S;2
2024;04;SP;SÃO PAULO                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;S;1
2024;04;SP;SÃO PAULO                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;SÃO PAULO                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;SÃO PAULO                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;4
2024;04;SP;SÃO PAULO                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2024;04;SP;SÃO PAULO                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;S;1
2024;04;SP;TABOÃO DA SERRA                    ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2024;04;SP;TIETÊ                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito                                                    ;N;1
2024;04;SP;TORRINHA                           ;Espingarda                                        ;WINCHESTER                                                            ;12                                                ;Recuperação de Arma de Fogo                                               ;N;1
2024;04;SP;ÁGUAS DE SANTA BÁRBARA             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito                                                    ;N;1
2024;04;TO;NOVA OLINDA                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;N;1
2024;04;TO;PALMAS                             ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito                                                    ;S;1
2024;04;TO;PARANÃ                             ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;N;1
2024;04;TO;PORTO NACIONAL                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Roubo de Arma de Fogo                                                     ;N;1
2024;04;  ;                                   ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;6,35mm                                            ;Apreensão de Arma de Fogo                                                 ;N;1
2024;04;  ;                                   ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Apostilada no Exercito                                                    ;N;1
2024;04;  ;                                   ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Campanha do Desarmamento                                                  ;N;1
2024;05;AC;CRUZEIRO DO SUL                    ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;36                                                ;Furto de Arma de Fogo                                                     ;N;1
2024;05;AC;SENA MADUREIRA                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2024;05;AC;SENA MADUREIRA                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;N;1
2024;05;AL;BATALHA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo                                            ;N;1
2024;05;AL;JARAMATAIA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Extravio/Perda de Arma de Fogo                                            ;N;1
2024;05;AL;JARAMATAIA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2024;05;AM;GUAJARÁ                            ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Extravio/Perda de Arma de Fogo                                            ;N;1
