"ANO_OCORRENCIA","MES_OCORRENCIA","UF","MUNICIPIO","ESPECIE_ARMA","MARCA_ARMA","CALIBRE_ARMA","TIPO_OCORRENCIA","MAIS_1000_MIL_HAB","TOTAL"
"1966","03","RS","ALEGRETE","Pistola","GLOCK GMBH (ÁUSTRIA)",".380","Recuperação de Arma de Fogo","N",1
"1967","03","SP","CARAPICUÍBA","Revolver","TAURUS ARMAS S.A.",".38","Apreensão de Arma de Fogo","S",1
"1972","02","CE","JUAZEIRO DO NORTE","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1976","03","RS","TAQUARA","Espingarda","BOITO (E.R. AMANTINO & CIA)","16","Apostilada no Exercito","N",1
"1978","04","MG","SANTA MARIA DE ITABIRA","Espingarda","BOITO (E.R. AMANTINO & CIA)","36","Extravio/Perda de Arma de Fogo","N",1
"1979","12","SP","TAUBATÉ","Revolver","ROSSI (AMADEO ROSSI S.A.)",".22 LR","Furto de Arma de Fogo","S",1
"1980","01","MT","ALTA FLORESTA","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","N",1
"1980","01","RS","ITAQUI","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1980","09","RS","PORTO ALEGRE","Revolver","ROSSI (AMADEO ROSSI S.A.)",".32","Furto de Arma de Fogo","S",1
"1981","03","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1982","01","MS","DOURADOS","Espingarda","A.Y.A. (AGUIRRE Y ARANZABAL)","20","Apostilada no Exercito","S",1
"1982","01","MS","DOURADOS","Espingarda","BOITO (E.R. AMANTINO & CIA)","12","Apostilada no Exercito","S",1
"1982","01","MS","DOURADOS","Rifle","MARLIN (MARLIN FIREARMS)",".22 LR","Apostilada no Exercito","S",2
"1982","04","MT","BARRA DO GARÇAS","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1983","03","SP","SANTOS","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1983","05","SC","JOINVILLE","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1983","06","MG","CONSELHEIRO LAFAIETE","Revolver","TAURUS ARMAS S.A.",".32","Furto de Arma de Fogo","S",1
"1983","07","RO","JI-PARANÁ","Espingarda","CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)",".32","Remetida ao Exército para destruição","S",1
"1984","04","SP","SÃO ROQUE","Pistola","TAURUS ARMAS S.A.",".22 LR","Recuperação de Arma de Fogo","N",1
"1984","08","SP","SÃO JOSÉ DO RIO PRETO","Pistola","TAURUS ARMAS S.A.","6,35mm","Recuperação de Arma de Fogo","S",1
"1984","11","SP","SANTO ANDRÉ","Revolver","TAURUS ARMAS S.A.",".32","Recuperação de Arma de Fogo","S",1
"1985","01","DF","BRASÍLIA","Rifle","MARLIN (MARLIN FIREARMS)",".22 LR","Extravio/Perda de Arma de Fogo","S",1
"1985","06","SC","PLANALTO ALEGRE","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Extravio/Perda de Arma de Fogo","N",1
"1985","07","RS","PORTO ALEGRE","Pistola","BERETTA (PIETRO BERETTA S.P.A.)",".22 LR","Recuperação de Arma de Fogo","S",1
"1986","04","SP","BARRETOS","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","S",1
"1986","05","DF","BRASÍLIA","Espingarda","BOITO (E.R. AMANTINO & CIA)","28","Extravio/Perda de Arma de Fogo","S",1
"1986","05","DF","BRASÍLIA","Garrucha","ROSSI (AMADEO ROSSI S.A.)",".22 LR","Extravio/Perda de Arma de Fogo","S",1
"1986","05","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1986","07","RJ","RIO DE JANEIRO","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1986","08","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1986","10","RS","SANTIAGO","Revolver","TAURUS ARMAS S.A.",".32","Furto de Arma de Fogo","N",1
"1987","09","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1988","02","SP","RIBEIRÃO PRETO","Pistola","TAURUS ARMAS S.A.","6,35mm","Furto de Arma de Fogo","S",1
"1988","02","SP","SANTOS","Pistola","TAURUS ARMAS S.A.","7,65mm","Apreensão de Arma de Fogo","S",1
"1988","03","PE","JABOATÃO DOS GUARARAPES","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1988","05","MT","BARRA DO GARÇAS","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1988","06","RS","ARATIBA","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1988","06","RS","CACHOEIRINHA","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1988","07","PR","PATO BRANCO","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1988","08","SP","SÃO PAULO","Pistola","TAURUS ARMAS S.A.","7,65mm","Recuperação de Arma de Fogo","S",1
"1988","09","PE","RECIFE","Espingarda","CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)","12","Extravio/Perda de Arma de Fogo","S",1
"1988","10","SP","JALES","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","N",1
"1989","01","PE","RECIFE","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Extravio/Perda de Arma de Fogo","S",1
"1989","01","PE","RECIFE","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1989","03","AL","MACEIÓ","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1989","05","SP","SÃO JOSÉ DOS CAMPOS","Revolver","ROSSI (AMADEO ROSSI S.A.)",".357 Mag","Apostilada no Exercito","S",1
"1989","07","RS","REDENTORA","Pistola","TAURUS ARMAS S.A.","9 mm","Recuperação de Arma de Fogo","N",1
"1989","11","RS","PORTO ALEGRE","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","S",1
"1990","01","PB","JOÃO PESSOA","Pistola","GLOCK GMBH (ÁUSTRIA)",".380","Apostilada no Exercito","S",1
"1990","01","PE","RECIFE","Pistola","IMBEL",".45","Extravio/Perda de Arma de Fogo","S",1
"1990","01","PE","RECIFE","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Roubo de Arma de Fogo","S",1
"1990","01","SC","CAMPO ERÊ","Rifle","CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)",".22 LR","Campanha do Desarmamento","N",1
"1990","01","SP","ARAÇOIABA DA SERRA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","N",1
"1990","02","RS","PORTO ALEGRE","Pistola","TAURUS ARMAS S.A.",".380","Furto de Arma de Fogo","S",1
"1990","02","SP","BAURU","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Recuperação de Arma de Fogo","S",1
"1990","02","SP","SÃO PAULO","Pistola","TAURUS ARMAS S.A.","6,35mm","Recuperação de Arma de Fogo","S",1
"1990","03","PE","RECIFE","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1990","04","SP","SÃO PAULO","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1990","05","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1990","06","SP","RIBEIRÃO PRETO","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1990","07","SP","RIBEIRÃO PRETO","Revolver","TAURUS ARMAS S.A.",".32","Extravio/Perda de Arma de Fogo","S",1
"1990","08","MG","CONTAGEM","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1990","08","SP","JARDINÓPOLIS","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","N",1
"1990","08","SP","SÃO BERNARDO DO CAMPO","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Recuperação de Arma de Fogo","S",1
"1990","08","SP","SÃO JOSÉ DOS CAMPOS","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Recuperação de Arma de Fogo","S",1
"1990","10","RS","SANTA CRUZ DO SUL","Revolver","INA (INDÚSTRIA NACIONAL DE ARMAS)",".32","Furto de Arma de Fogo","S",1
"1990","11","SP","SÃO PAULO","Pistola","TAURUS ARMAS S.A.",".380","Recuperação de Arma de Fogo","S",1
"1990","12","RS","SANTO ANTÔNIO DAS MISSÕES","Revolver","TAURUS ARMAS S.A.",".22 LR","Furto de Arma de Fogo","N",1
"1991","01","RS","NOVO HAMBURGO","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","S",1
"1991","01","SP","ARAÇATUBA","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1991","01","SP","SANTO ANDRÉ","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1991","04","SP","LEME","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1991","04","SP","SÃO PAULO","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1991","11","RJ","RIO DE JANEIRO","Revolver","TAURUS ARMAS S.A.",".32","Furto de Arma de Fogo","S",1
"1991","11","SP","SÃO PAULO","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Recuperação de Arma de Fogo","S",1
"1991","11","SP","SÃO PEDRO","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","N",1
"1992","01","PR","CASCAVEL","Revolver","SMITH & WESSON",".38","Furto de Arma de Fogo","S",1
"1992","01","SC","IBIRAMA","Espingarda","ROSSI (AMADEO ROSSI S.A.)","12","Furto de Arma de Fogo","N",1
"1992","01","SC","XANXERÊ","Espingarda","BOITO (E.R. AMANTINO & CIA)",".32","Extravio/Perda de Arma de Fogo","N",1
"1992","01","SP","BEBEDOURO","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1992","02","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1992","02","MS","NOVA ANDRADINA","Garrucha","S",".320","Apostilada no Exercito","N",1
"1992","03","RJ","RIO DE JANEIRO","Pistola","TAURUS ARMAS S.A.","7,65mm","Recuperação de Arma de Fogo","S",1
"1992","05","SP","SANTOS","Pistola","TAURUS ARMAS S.A.","7,65mm","Furto de Arma de Fogo","S",1
"1992","06","CE","FORTALEZA","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","S",1
"1992","07","RS","SÃO LEOPOLDO","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Recuperação de Arma de Fogo","S",1
"1992","07","SP","RIBEIRÃO PRETO","Revolver","TAURUS ARMAS S.A.",".22 LR","Furto de Arma de Fogo","S",1
"1992","10","SP","IBIÚNA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","N",1
"1992","10","SP","SÃO PAULO","Revolver","ROSSI (AMADEO ROSSI S.A.)",".32","Recuperação de Arma de Fogo","S",1
"1993","01","SC","RIO DAS ANTAS","Espingarda","CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)","36","Furto de Arma de Fogo","N",1
"1993","03","RS","CANOAS","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","S",1
"1993","03","SP","DUMONT","Pistola","TAURUS ARMAS S.A.","7,65mm","Apreensão de Arma de Fogo","N",1
"1993","04","SP","BOTUCATU","Revolver","ROSSI (AMADEO ROSSI S.A.)",".22 LR","Recuperação de Arma de Fogo","S",1
"1993","04","SP","SÃO JOSÉ DOS CAMPOS","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Recuperação de Arma de Fogo","S",1
"1993","05","SP","BAURU","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Recuperação de Arma de Fogo","S",1
"1993","05","SP","CHAVANTES","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","N",1
"1993","06","RS","PORTO ALEGRE","Revolver","TAURUS ARMAS S.A.",".38","Apostilada no Exercito","S",1
"1993","08","PE","DORMENTES","Espingarda","CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)",".32","Extravio/Perda de Arma de Fogo","N",1
"1993","08","SC","HERVAL D´OESTE","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Apostilada no Exercito","N",1
"1993","08","SP","SÃO PAULO","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1993","11","RS","CACHOEIRINHA","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1993","11","SP","ARARAQUARA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1994","01","MT","COLÍDER","Espingarda","BOITO (E.R. AMANTINO & CIA)",".32","Extravio/Perda de Arma de Fogo","N",1
"1994","01","SP","RIBEIRÃO PRETO","Pistola","TAURUS ARMAS S.A.",".380","Apreensão de Arma de Fogo","S",1
"1994","03","RS","GLORINHA","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","N",1
"1994","03","SP","SÃO VICENTE","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1994","04","SP","SÃO JOSÉ DOS CAMPOS","Pistola","TAURUS ARMAS S.A.",".380","Recuperação de Arma de Fogo","S",1
"1994","05","PE","RECIFE","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1994","08","DF","BRASÍLIA","Pistola","TAURUS ARMAS S.A.",".380","Furto de Arma de Fogo","S",1
"1994","08","RO","PORTO VELHO","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1994","08","SP","SÃO PAULO","Revolver","TAURUS ARMAS S.A.",".38","Apostilada no Exercito","S",1
"1994","09","SP","SÃO PAULO","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1994","09","SP","TABOÃO DA SERRA","Pistola","TAURUS ARMAS S.A.","7,65mm","Recuperação de Arma de Fogo","S",1
"1994","10","PR","PRUDENTÓPOLIS","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","N",1
"1994","11","RS","SANTA MARIA","Espingarda","BERETTA (PIETRO BERETTA S.P.A.)","20","Furto de Arma de Fogo","S",1
"1994","11","SP","SÃO PAULO","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1994","12","RS","ELDORADO DO SUL","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1995","01","MG","ALFENAS","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1995","02","SC","CHAPECÓ","Revolver","TAURUS ARMAS S.A.",".32","Apostilada no Exercito","S",1
"1995","02","SC","CHAPECÓ","Revolver","TAURUS ARMAS S.A.",".38","Apostilada no Exercito","S",1
"1995","02","SC","PALMITOS","Revolver","TAURUS ARMAS S.A.",".38","Apostilada no Exercito","N",1
"1995","02","SE","ARACAJU","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","S",1
"1995","02","SP","SÃO JOÃO DA BOA VISTA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","N",1
"1995","04","RS","ITAQUI","Espingarda","BOITO (E.R. AMANTINO & CIA)","12","Furto de Arma de Fogo","N",1
"1995","04","SP","ATIBAIA","Pistola","TAURUS ARMAS S.A.",".380","Recuperação de Arma de Fogo","S",1
"1995","04","SP","BÁLSAMO","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Recuperação de Arma de Fogo","N",1
"1995","05","SC","TIMBÉ DO SUL","Revolver","TAURUS ARMAS S.A.",".38","Apreensão de Arma de Fogo","N",1
"1995","06","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Apreensão de Arma de Fogo","S",1
"1995","06","RS","CANOAS","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","S",1
"1995","07","ES","FUNDÃO","Revolver","TAURUS ARMAS S.A.",".38","Apostilada no Exercito","N",1
"1995","09","PR","CASCAVEL","Pistola","TAURUS ARMAS S.A.",".380","Apreensão de Arma de Fogo","S",1
"1995","09","PR","CURITIBA","Pistola","TAURUS ARMAS S.A.","7,65mm","Furto de Arma de Fogo","S",1
"1995","09","RS","PASSO FUNDO","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1995","09","SP","CATANDUVA","Pistola","TAURUS ARMAS S.A.",".380","Recuperação de Arma de Fogo","S",1
"1995","11","SP","CAJAMAR","Pistola","GLOCK GMBH (ÁUSTRIA)",".380","Apostilada no Exercito","N",1
"1995","12","MT","ALTA FLORESTA","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","N",1
"1995","12","RS","SANTA VITÓRIA DO PALMAR","Pistola","UNIQUE","7,65mm","Furto de Arma de Fogo","N",1
"1995","12","SP","LIMEIRA","Pistola","TAURUS ARMAS S.A.","7,65mm","Recuperação de Arma de Fogo","S",1
"1996","02","AM","MANAUS","Rifle","ROSSI (AMADEO ROSSI S.A.)",".38","Apreensão de Arma de Fogo","S",1
"1996","02","MT","CÁCERES","Carabina","ROSSI (AMADEO ROSSI S.A.)",".38","Extravio/Perda de Arma de Fogo","N",1
"1996","02","MT","CÁCERES","Carabina","ZBROJOVKA BRNO",".22 LR","Extravio/Perda de Arma de Fogo","N",1
"1996","02","RS","DOIS IRMÃOS","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1996","03","RS","CANOAS","Pistola","TAURUS ARMAS S.A.",".380","Furto de Arma de Fogo","S",1
"1996","03","SP","ITAPEVI","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1996","04","SP","SÃO PAULO","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Recuperação de Arma de Fogo","S",1
"1996","05","DF","BRASÍLIA","Pistola","TAURUS ARMAS S.A.",".380","Extravio/Perda de Arma de Fogo","S",1
"1996","05","SP","SÃO PAULO","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Recuperação de Arma de Fogo","S",1
"1996","05","SP","SÃO PAULO","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1996","07","PR","CAMBÉ","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1996","07","RJ","MIGUEL PEREIRA","Revolver","TAURUS ARMAS S.A.",".38","Apreensão de Arma de Fogo","N",1
"1996","07","TO","MONTE DO CARMO","Espingarda","BOITO (E.R. AMANTINO & CIA)","28","Furto de Arma de Fogo","N",1
"1996","08","SP","SANTO ANDRÉ","Pistola","IMBEL",".380","Recuperação de Arma de Fogo","S",1
"1996","09","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",2
"1996","09","RS","PORTO ALEGRE","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","S",1
"1996","11","GO","INHUMAS","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1996","11","SP","RIO DAS PEDRAS","Revolver","TAURUS ARMAS S.A.",".22 LR","Roubo de Arma de Fogo","N",1
"1996","12","PE","PAULISTA","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1996","12","SP","SÃO PAULO","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1997","02","MG","ITUIUTABA","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","S",1
"1997","04","SP","SÃO PAULO","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1997","04","SP","SÃO VICENTE","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1997","05","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1997","05","PR","CURITIBA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1997","05","RS","VENÂNCIO AIRES","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1997","06","RS","PORTO ALEGRE","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1997","06","SP","SÃO BERNARDO DO CAMPO","Pistola","TAURUS ARMAS S.A.","7,65mm","Recuperação de Arma de Fogo","S",1
"1997","06","SP","SÃO PAULO","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1997","07","RS","SANTA MARIA","Pistola","TAURUS ARMAS S.A.","9 mm","Apostilada no Exercito","S",1
"1997","08","DF","BRASÍLIA","Pistola","FN HERSTAL (FABRIQUE NATIONALE D ARMES DE GUERRE HERSTAL)","7,65mm","Recuperação de Arma de Fogo","S",1
"1997","08","RS","PORTO ALEGRE","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1997","08","SP","PINDAMONHANGABA","Revolver","TAURUS ARMAS S.A.",".32","Apostilada no Exercito","S",1
"1997","08","SP","PINDAMONHANGABA","Revolver","TAURUS ARMAS S.A.",".38","Apostilada no Exercito","S",1
"1997","09","PB","JOÃO PESSOA","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Extravio/Perda de Arma de Fogo","S",1
"1997","10","AP","MACAPÁ","Pistola","TAURUS ARMAS S.A.",".380","Furto de Arma de Fogo","S",1
"1997","10","DF","BRASÍLIA","Pistola","TAURUS ARMAS S.A.",".380","Recuperação de Arma de Fogo","S",1
"1997","10","RN","CAICÓ","Pistola","TAURUS ARMAS S.A.",".380","Apostilada no Exercito","N",1
"1997","10","TO","PALMAS","Pistola","TAURUS ARMAS S.A.",".380","Apostilada no Exercito","S",1
"1997","11","MT","BARRA DO GARÇAS","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1997","12","RJ","NITERÓI","Pistola","TAURUS ARMAS S.A.",".380","Apostilada no Exercito","S",1
"1997","12","RJ","RIO DE JANEIRO","Pistola","TAURUS ARMAS S.A.",".380","Furto de Arma de Fogo","S",1
"1998","01","DF","BRASÍLIA","Pistola","TAURUS ARMAS S.A.",".380","Recuperação de Arma de Fogo","S",1
"1998","01","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1998","01","GO","GOIÂNIA","Espingarda","MOSSBERG (O.F. MOSSBERG & SONS)","12","Recuperação de Arma de Fogo","S",1
"1998","01","PE","PETROLINA","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1998","01","RS","CAXIAS DO SUL","Espingarda","CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)",".32","Furto de Arma de Fogo","S",1
"1998","01","RS","SÃO LOURENÇO DO SUL","Revolver","ROSSI (AMADEO ROSSI S.A.)",".38","Furto de Arma de Fogo","N",1
"1998","02","RS","IBIAÇÁ","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1998","04","RS","GRAVATAÍ","Revolver","TAURUS ARMAS S.A.",".38","Apreensão de Arma de Fogo","S",1
"1998","04","RS","PORTO ALEGRE","Pistola","TAURUS ARMAS S.A.",".380","Furto de Arma de Fogo","S",1
"1998","05","DF","BRASÍLIA","Espingarda","BOITO (E.R. AMANTINO & CIA)","12","Recuperação de Arma de Fogo","S",1
"1998","05","ES","VITÓRIA","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1998","05","SC","FLORIANÓPOLIS","Revolver","ROSSI OVERLAND (AMADEO ROSSI S.A.)",".38","Apostilada no Exercito","S",1
"1998","06","AM","MANAUS","Pistola","TAURUS ARMAS S.A.","7,65mm","Furto de Arma de Fogo","S",1
"1998","06","DF","BRASÍLIA","Revolver","TAURUS ARMAS S.A.",".38","Apreensão de Arma de Fogo","S",1
"1998","06","RS","CANDELÁRIA","Espingarda","BOITO (E.R. AMANTINO & CIA)","12","Furto de Arma de Fogo","N",1
"1998","07","PR","CURITIBA","Pistola","TAURUS ARMAS S.A.","7,65mm","Recuperação de Arma de Fogo","S",1
"1998","08","CE","FORTALEZA","Pistola","BERSA",".380","Furto de Arma de Fogo","S",1
"1998","08","PB","DONA INÊS","Pistola","IMBEL",".380","Extravio/Perda de Arma de Fogo","N",1
"1998","08","PI","TERESINA","Pistola","TAURUS ARMAS S.A.","9 mm","Furto de Arma de Fogo","S",1
"1998","08","SP","SÃO CARLOS","Pistola","BERETTA (PIETRO BERETTA S.P.A.)","7,65mm","Recuperação de Arma de Fogo","S",1
"1998","09","RS","SAPIRANGA","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","N",1
"1998","09","SC","CONCÓRDIA","Revolver","TAURUS ARMAS S.A.",".22","Apostilada no Exercito","N",1
"1998","09","SC","CONCÓRDIA","Revolver","TAURUS ARMAS S.A.",".38 SPL","Apostilada no Exercito","N",1
"1998","10","MT","TANGARÁ DA SERRA","Espingarda","CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)","12","Furto de Arma de Fogo","S",1
"1998","10","RS","GARIBALDI","Pistola","TAURUS ARMAS S.A.","6,35mm","Recuperação de Arma de Fogo","N",1
"1998","10","SC","SÃO MIGUEL DA BOA VISTA","Revolver","TAURUS ARMAS S.A.",".38","Apostilada no Exercito","N",1
"1998","11","DF","BRASÍLIA","Espingarda","ITAJUBÁ (FÁBRICA DE ITAJUBÁ)","28","Furto de Arma de Fogo","S",1
"1998","11","GO","GOIÂNIA","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
"1998","11","PR","FOZ DO IGUAÇU","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1998","11","RN","NATAL","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","S",1
"1998","11","SP","PROMISSÃO","Revolver","TAURUS ARMAS S.A.",".38","Recuperação de Arma de Fogo","N",1
"1999","01","RS","CAXIAS DO SUL","Espingarda","E.P.","36","Extravio/Perda de Arma de Fogo","S",1
"1999","01","RS","PORTO ALEGRE","Pistola","TAURUS ARMAS S.A.",".380","Furto de Arma de Fogo","S",1
"1999","01","SP","SÃO PAULO","Revolver","SMITH & WESSON",".32","Extravio/Perda de Arma de Fogo","S",1
"1999","02","RS","PORTO ALEGRE","Revolver","TAURUS ARMAS S.A.",".38","Furto de Arma de Fogo","S",1
"1999","03","RJ","CAMPOS DOS GOYTACAZES","Pistola","IMBEL",".380","Recuperação de Arma de Fogo","S",1
"1999","04","DF","BRASÍLIA","Espingarda","CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)","28","Recuperação de Arma de Fogo","S",1
"1999","04","SC","XAXIM","Pistola","IMBEL",".380","Apostilada no Exercito","N",1
"1999","04","SP","FRANCA","Pistola","TAURUS ARMAS S.A.","7,65mm","Furto de Arma de Fogo","S",1
"1999","05","ES","LINHARES","Revolver","TAURUS ARMAS S.A.",".38","Extravio/Perda de Arma de Fogo","S",1
